Date,Close,High,Low,Open,Volume
,NVDA,NVDA,NVDA,NVDA,NVDA
2020-11-27,13.220892906188965,13.36669856075987,13.130419335208831,13.334297198547215,167276000
2020-11-30,13.36071491241455,13.371682067384777,12.932771486384768,13.224630916672167,286952000
2020-12-01,13.349250793457031,13.487578614111854,13.187992253312531,13.451189716731127,296948000
2020-12-02,13.503279685974121,13.631886804695778,13.193973604108402,13.30986985261737,283360000
2020-12-03,13.359180450439453,13.622454774688471,13.292365165725013,13.550153815674589,199520000
2020-12-04,13.520981788635254,13.522726970662992,13.351947356745299,13.411532721541958,202244000
2020-12-07,13.56934928894043,13.693507355428642,13.462893171861975,13.563864566313981,223244000
2020-12-08,13.313302993774414,13.561368946586121,13.244990773853777,13.54765666743571,271920000
2020-12-09,12.895208358764648,13.377129760231073,12.83288014662845,13.263942084587677,401300000
2020-12-10,12.936592102050781,13.032827240259751,12.814179233486414,12.833626362652886,207764000
2020-12-11,12.9774808883667,12.984212441190055,12.787753432046163,12.931606849028675,209264000
2020-12-14,13.272165298461914,13.35194530778793,13.041551179283497,13.052022269843059,270156000
2020-12-15,13.323775291442871,13.426990207111126,13.150502967637742,13.402806834534603,193016000
2020-12-16,13.206098556518555,13.400313049100214,13.176180337490917,13.385603115420373,223116000
2020-12-17,13.30457878112793,13.342723611361109,13.14227589521306,13.330008033914774,231384000
2020-12-18,13.235519409179688,13.368153252272544,13.034573335471071,13.342224695953595,342064000
2020-12-21,13.295600891113281,13.33324736437437,12.931853636282476,13.038809031971192,302332000
2020-12-22,13.241750717163086,13.300588554199457,13.018117291464907,13.282638382275874,185580000
2020-12-23,12.973489761352539,13.238509197227785,12.969251869856985,13.219561371315317,179144000
2020-12-24,12.95803165435791,13.096400326484508,12.903183488228189,13.001412025804129,97884000
2020-12-28,12.864540100097656,13.026593800525333,12.72816672890075,13.026593800525333,212564000
2020-12-29,12.907670974731445,13.036566214087761,12.80694877343674,12.889471627725841,170372000
2020-12-30,13.109613418579102,13.177426332180262,12.86129830313241,12.954540464926044,225396000
2020-12-31,13.019115447998047,13.114851287037245,12.879499929815664,13.100391478599667,192424000
2021-01-04,13.077452659606934,13.614971541756363,12.926867712421455,13.06822839837125,560640000
2021-01-05,13.367901802062988,13.406544978569977,13.051025281968446,13.063739906567823,322760000
2021-01-06,12.579825401306152,13.20859212779039,12.551404137533451,13.186153937581938,580424000
2021-01-07,13.307319641113281,13.340977401109173,12.851077719708668,12.93185444159313,461480000
2021-01-08,13.240256309509277,13.38410973127691,13.006151763416414,13.325771189955528,292528000
2021-01-11,13.584059715270996,13.922626985535272,13.32577178232407,13.38186679214094,518344000
2021-01-12,13.447681427001953,13.716690501917393,13.308316058932354,13.714695193245172,291476000
2021-01-13,13.494556427001953,13.587550394430416,13.348210285460153,13.45292122648975,210028000
2021-01-14,13.16396427154541,13.562366002658122,13.144268918770294,13.537684279966546,283120000
2021-01-15,12.824152946472168,13.288622477957393,12.813183501792167,13.191639804834592,277780000
2021-01-19,12.989447593688965,13.058008048162339,12.808695229598227,12.980471556161469,226188000
2021-01-20,13.329009056091309,13.393580782598956,13.020858454342386,13.075706617527048,258572000
2021-01-21,13.829383850097656,13.960771826249918,13.216572829947745,13.381617621793474,337780000
2021-01-22,13.6748046875,13.803699911115833,13.589789134118487,13.70222924363327,246820000
2021-01-25,13.615720748901367,13.790489088581495,13.200116324560353,13.74386752287208,251112000
2021-01-26,13.39831829071045,13.607241759671473,13.350699078366457,13.54316838330185,163980000
2021-01-27,12.882243156433105,13.196376893038126,12.75858344917115,13.193634056363793,371272000
2021-01-28,13.01512336730957,13.303080260716598,12.924872267137651,12.960524380947978,228316000
2021-01-29,12.954045295715332,13.298097268819046,12.876010448081596,13.03906087218396,271552000
2021-02-01,13.200613021850586,13.234269827367406,12.867281399166313,13.017367983568667,217204000
2021-02-02,13.519485473632812,13.534692808775095,13.2489803634068,13.361919791975675,220440000
2021-02-03,13.493308067321777,13.893455005939776,13.479346611084063,13.598517340812304,245408000
2021-02-04,13.626689910888672,13.635914172427226,13.30108745905453,13.493805954300223,201340000
2021-02-05,13.553641319274902,13.699490037131103,13.50851576115915,13.68727376259905,169152000
2021-02-08,14.399062156677246,14.433965799239166,13.68951770498705,13.68951770498705,434624000
2021-02-09,14.224043846130371,14.5431639329221,14.183405356666661,14.301330207183,287560000
2021-02-10,14.723666191101074,14.864029232450724,14.302078715343187,14.423493930171468,485352000
2021-02-11,15.208827018737793,15.23026850354119,14.883973069358756,14.939071360802533,450828000
2021-02-12,14.920124053955078,15.249216856966784,14.73438534273761,15.00862997928257,374756000
2021-02-16,15.288107872009277,15.330242360855241,14.908903178711949,15.022839295086607,321960000
2021-02-17,14.86502742767334,15.181654817044837,14.739373365589461,15.129298403062354,274756000
2021-02-18,14.788239479064941,14.832367383423362,14.534936995845102,14.688513972152826,233868000
2021-02-19,14.88547134399414,15.13528251226571,14.805940494649944,14.98320154200679,271724000
2021-02-22,14.316289901733398,15.09165291084258,14.285624151494561,14.734137853745677,325884000
2021-02-23,14.103127479553223,14.199611797390215,13.352695375792258,14.036560433142531,391780000
2021-02-24,14.459144592285156,14.466873798767557,13.718186928105693,14.08392951702053,448320000
2021-02-25,13.270918846130371,14.335235329433283,13.179920216208293,14.006890071298857,824436000
2021-02-26,13.676802635192871,13.816417200916694,13.32427395463442,13.714697337994409,500932000
2021-03-01,13.803702354431152,13.886723564961258,13.5159955420236,13.83686081326145,353184000
2021-03-02,13.369399070739746,13.88223530907015,13.359177154508128,13.861791476606916,264116000
2021-03-03,12.769553184509277,13.414524918178184,12.763569159730324,13.389344841883268,377592000
2021-03-04,12.336244583129883,12.939332788726999,12.050532179367123,12.765561191735108,573344000
2021-03-05,12.427245140075684,12.51550188802097,11.647145039370162,12.51550188802097,542840000
2021-03-08,11.561382293701172,12.436968120506013,11.53470526212684,12.415776761591959,543112000
2021-03-09,12.490144729614258,12.586412134756065,12.030252786567042,12.10108216233075,521824000
2021-03-10,12.438268661499023,12.948787357967568,12.427544694009546,12.809623139684142,384376000
2021-03-11,12.96225643157959,13.014880178411804,12.703879381185656,12.91886108212724,299916000
2021-03-12,12.825087547302246,12.857758928939543,12.559727352850821,12.617836764895445,243964000
2021-03-15,13.159530639648438,13.174993437402044,12.73655038799878,12.833815790763659,221988000
2021-03-16,13.259289741516113,13.480007299381086,13.085208884498742,13.32438228405573,272128000
2021-03-17,13.309171676635742,13.420901887993775,12.958267078826964,13.008396307085361,243864000
2021-03-18,12.69190788269043,13.152298347489506,12.686421267581059,13.104912906401868,293896000
2021-03-19,12.814863204956055,12.890431419823496,12.5821743721186,12.719343573319318,299208000
2021-03-22,13.154540061950684,13.362289317845523,12.875712182748373,12.881698271782794,297804000
2021-03-23,13.039319038391113,13.312410105559499,12.98993760663473,13.22237711427092,222048000
2021-03-24,12.61259937286377,13.12760865112876,12.606364971908212,13.119627514303462,245840000
2021-03-25,12.505107879638672,12.684176838550286,12.24249148281004,12.469444406077091,295144000
2021-03-26,12.808375358581543,12.825334676954393,12.343745595818039,12.524310105669937,363968000
2021-03-29,12.917113304138184,13.031088751095217,12.669460260549382,12.7894208455432,273520000
2021-03-30,12.840798377990723,12.944049866495922,12.674449391875307,12.811120044436988,200204000
2021-03-31,13.316152572631836,13.438108208887822,12.951281759841349,12.984202398913382,314776000
2021-04-01,13.77854061126709,13.83665002631249,13.4787622838227,13.539616433759079,308276000
2021-04-05,13.953865051269531,13.98030107669591,13.699976648298353,13.834153724268559,255672000
2021-04-06,13.828168869018555,14.020455365723707,13.74038112554351,13.966086787615374,191744000
2021-04-07,14.109491348266602,14.209250320839418,13.678529960940079,13.847372523873123,251284000
2021-04-08,14.282574653625488,14.436703160504113,14.21473737048933,14.218479152641445,244416000
